	Type	Filter	METRIC.F1_Score	METRIC.Precision	METRIC.Recall
0	INDEL	ALL	0.787213	0.808986	0.7665810000000001
1	INDEL	PASS	0.787213	0.808986	0.7665810000000001
2	SNP	ALL	0.8402440000000001	0.8418260000000001	0.8386680000000001
3	SNP	PASS	0.8402440000000001	0.8418260000000001	0.8386680000000001
