Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,825294,792986,32308,809116,32830,0,9407,13088,0.9608530000000001,0.959425,0.0,0.9601379999999999,,,1.7742839854780152,1.640544917277417
INDEL,PASS,825294,792986,32308,809116,32830,0,9407,13088,0.9608530000000001,0.959425,0.0,0.9601379999999999,,,1.7742839854780152,1.640544917277417
SNP,ALL,3545392,3516798,28594,3550424,33755,0,6926,5255,0.991935,0.9904930000000001,0.0,0.9912129999999999,2.047985199348001,2.0483526369054315,1.4072918279272013,1.408745951639569
SNP,PASS,3545392,3516798,28594,3550424,33755,0,6926,5255,0.991935,0.9904930000000001,0.0,0.9912129999999999,2.047985199348001,2.0483526369054315,1.4072918279272013,1.408745951639569
