PGPC	Oral	Recall	Raw_Precision	Decontam_Precision
PGPC-02	1.saliva	0.613546	0.9631712097415506	0.9728585844930415
PGPC-02	1.saliva	0.6153971818181818	0.9631733297939635	0.9701195085848545
PGPC-02	1.saliva	0.6172483636363637	0.9632772977589011	0.9697673017350443
PGPC-02	1.saliva	0.6190995454545455	0.9633794573194423	0.9698510281492861
PGPC-02	1.saliva	0.6209507272727273	0.9634810230051233	0.969934754563528
PGPC-02	1.saliva	0.6228019090909092	0.9635825886908043	0.9695063997620732
PGPC-02	1.saliva	0.6246530909090909	0.9636841543764852	0.968705764392308
PGPC-02	1.saliva	0.6265042727272727	0.9637857200621662	0.9679051290225428
PGPC-02	1.saliva	0.6283554545454546	0.9638865870233146	0.9673873698264955
PGPC-02	1.saliva	0.6302066363636364	0.9639859546358215	0.967476149069221
PGPC-02	1.saliva	0.6320578181818182	0.9640853222483282	0.9675633717513102
PGPC-02	1.saliva	0.6339090000000001	0.9641346225977468	0.9676505944333996
PGPC-02	1.saliva	0.6357601818181818	0.9633596165582264	0.9677378171154889
PGPC-02	1.saliva	0.6376113636363636	0.9625846105187059	0.9678250397975782
PGPC-02	1.saliva	0.6394625454545455	0.9618096044791854	0.9679122624796674
PGPC-02	1.saliva	0.6413137272727273	0.9613248040484367	0.9679979215012953
PGPC-02	1.saliva	0.6431649090909091	0.9609140845834087	0.9680831813663473
PGPC-02	1.saliva	0.645016090909091	0.9605033651183806	0.9681684412313994
PGPC-02	1.saliva	0.6468672727272727	0.9600926456533526	0.96805963462097
PGPC-02	1.saliva	0.6487184545454545	0.9596819261883246	0.967782844496079
PGPC-02	1.saliva	0.6505696363636364	0.9594586610765241	0.9675060543711879
PGPC-02	1.saliva	0.6524208181818182	0.9595653786448122	0.9672292642462968
PGPC-02	1.saliva	0.6542720000000001	0.9596720962131001	0.9669524741214057
PGPC-02	1.saliva	0.6561231818181819	0.9597788137813881	0.9666756839965147
PGPC-02	1.saliva	0.6579743636363636	0.959885531349676	0.9663988938716236
PGPC-02	1.saliva	0.6598255454545455	0.959992248917964	0.9661221037467325
PGPC-02	1.saliva	0.6616767272727273	0.9600967010060847	0.9656083982468824
PGPC-02	1.saliva	0.6635279090909091	0.9602009756611843	0.9650761374706308
PGPC-02	1.saliva	0.665379090909091	0.9603052503162841	0.9645438766943791
PGPC-02	1.saliva	0.6672302727272728	0.9604082980601241	0.9640116159181276
PGPC-02	1.saliva	0.6690814545454545	0.9605107325742515	0.9638413526116031
PGPC-02	1.saliva	0.6709326363636364	0.9606131670883788	0.9639333596602204
PGPC-02	1.saliva	0.6727838181818182	0.9604661476820893	0.9640253667088379
PGPC-02	1.saliva	0.674635	0.9599543584741551	0.964116783421131
PGPC-02	1.saliva	0.6764861818181819	0.9594425692662208	0.9642069413667537
PGPC-02	1.saliva	0.6783373636363637	0.9589307800582867	0.9642970993123763
PGPC-02	1.saliva	0.6801885454545454	0.9584083707521668	0.9643872572579989
PGPC-02	1.saliva	0.6820397272727273	0.9577154617290272	0.9644774152036216
PGPC-02	1.saliva	0.6838909090909091	0.9570225527058877	0.9645675731492442
PGPC-02	1.saliva	0.6857420909090909	0.9563296436827481	0.9646558404723177
PGPC-02	1.saliva	0.6875932727272728	0.9556367346596085	0.9647438605488282
PGPC-02	1.saliva	0.6894444545454546	0.9549438256364691	0.9648318806253389
PGPC-02	1.saliva	0.6912956363636364	0.9542509166133294	0.964624087303452
PGPC-02	1.saliva	0.6931468181818182	0.9533577642327851	0.9642378417133562
PGPC-02	1.saliva	0.694998	0.9522918625745527	0.9638515961232604
PGPC-02	1.saliva	0.6968491818181819	0.9516562641876017	0.9634653505331646
PGPC-02	1.saliva	0.6987003636363637	0.9517754133155613	0.9630791049430689
PGPC-02	1.saliva	0.7005515454545455	0.951561221941081	0.9626729625881078
PGPC-02	1.saliva	0.7024027272727273	0.9499200462113682	0.9621816449484909
PGPC-02	1.saliva	0.7042539090909091	0.9482788704816556	0.961690327308874
PGPC-02	1.saliva	0.7061050909090909	0.9466376947519429	0.9611990096692572
PGPC-02	1.saliva	0.7079562727272728	0.9449965190222303	0.9607076920296403
PGPC-02	1.saliva	0.7098074545454546	0.9437157406005187	0.9569247027051437
PGPC-02	1.saliva	0.7116586363636364	0.9425026562423761	0.9559238276251582
PGPC-02	1.saliva	0.7135098181818182	0.9412895718842335	0.9552600133742996
PGPC-02	1.saliva	0.715361	0.9400764875260909	0.9542129731610338
PGPC-02	1.saliva	0.7172121818181818	0.9388634031679483	0.953165932947768
PGPC-02	1.saliva	0.7190633636363637	0.9380485190222302	0.952118892734502
PGPC-02	1.saliva	0.7209145454545455	0.9378139010482559	0.9510901118742093
PGPC-02	1.saliva	0.7227657272727273	0.9375792830742815	0.9501001160310862
PGPC-02	1.saliva	0.7246169090909091	0.9373446651003072	0.9491101201879631
PGPC-02	1.saliva	0.7264680909090909	0.9371100471263328	0.94812012434484
PGPC-02	1.saliva	0.7283192727272727	0.9368754291523586	0.947130128501717
PGPC-02	1.saliva	0.7301704545454546	0.9356159003403819	0.9459644956944457
PGPC-02	1.saliva	0.7320216363636364	0.9343274949695765	0.9447939143678109
PGPC-02	1.saliva	0.7338728181818182	0.933039089598771	0.9436233330411762
PGPC-02	1.saliva	0.735724	0.9316236213194186	0.9424527517145413
PGPC-02	1.saliva	0.7375751818181818	0.9301567511943889	0.9412821703879066
PGPC-02	1.saliva	0.7394263636363636	0.9286898810693592	0.9402461627846558
PGPC-02	1.saliva	0.7412775454545455	0.9272230109443296	0.9393258622808603
